index,id_distr_bank,year,newid,baseline_PSU,dummy_settl_0,dummy_settl_11,dummy_settl_2,dummy_settl_3,dummy_settl_1,dummy_settl_12,dummy_settl_4,dummy_settl_5,dummy_settl_13,dummy_settl_21,dummy_settl_22,dummy_settl_23,dummy_settl_255
133.0,250.0,2015.0,23666.0,396.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,105.0,2015.0,23717.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,63.0,2015.0,23728.0,106.0,0.9995508645856725,0.0003742795119395164,0.0,7.485590238790328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,97.0,2015.0,23753.0,101.0,0.9549343189415698,0.018882715758745703,0.004470549460897406,0.017639719384151795,1.1770799001836245e-05,0.0015961203446489948,4.708319600734498e-05,0.0011794340599839918,0.001059371910165262,0.00017891614482791091,0.0,0.0,0.0
137.0,29.0,2015.0,23756.0,408.0,0.9866119577960141,0.006541617819460727,0.0004454865181711606,0.0062837045720984756,0.0,0.00011723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,30.0,2015.0,23756.0,466.0,0.9866119577960141,0.006541617819460727,0.0004454865181711606,0.0062837045720984756,0.0,0.00011723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,106.0,2015.0,23783.0,390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,102.0,2015.0,23824.0,247.0,0.9912678108719589,0.004015492240184504,0.0008545931643503175,0.002689777203179525,3.286896785962759e-05,0.0,0.0,0.00036703680776584147,0.0,0.0007724207447012485,0.0,0.0,0.0
141.0,96.0,2015.0,23859.0,99.0,0.944744030631068,0.027152002660911553,0.002680027297282315,0.023997904914466604,0.00033452551856234314,0.0,4.778935979462045e-06,0.0009118209848813581,0.0,0.00017490905684831084,0.0,0.0,0.0
142.0,254.0,2015.0,23863.0,401.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,255.0,2015.0,23863.0,402.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,251.0,2015.0,23863.0,398.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,253.0,2015.0,23863.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,262.0,2015.0,23865.0,386.0,0.9528862483523044,0.014551150396173657,0.004179193252470006,0.020309000917901995,4.024905219072237e-05,0.004708021077086997,3.3540876825601973e-06,0.001546234421660251,0.0017765484425293846,0.0,0.0,0.0,0.0
147.0,209.0,2015.0,23941.0,543.0,0.9710604480591074,0.010294329831640256,0.0023338076947507416,0.013466087225010947,7.824229113620006e-05,0.001982979357075522,2.061221648211722e-05,5.9733362050217245e-05,0.0005493786678703079,0.0001543812948762657,0.0,0.0,0.0
148.0,200.0,2015.0,23972.0,171.0,0.9714265451315014,0.009917657685904758,0.001709554843863146,0.011455510514882085,0.00025941934857748615,0.0022433241510081896,6.532141870656125e-05,0.0012672355229072885,0.0007521294782498339,0.0002482213910849328,0.0,0.0006550805133143714,0.0
149.0,199.0,2015.0,23972.0,167.0,0.9714265451315014,0.009917657685904758,0.001709554843863146,0.011455510514882085,0.00025941934857748615,0.0022433241510081896,6.532141870656125e-05,0.0012672355229072885,0.0007521294782498339,0.0002482213910849328,0.0,0.0006550805133143714,0.0
150.0,89.0,2015.0,24023.0,621.0,0.9164912347548875,0.033711504205603024,0.0030799810755801956,0.040716079723881284,0.0,0.00026672001066880045,5.080381155596199e-05,0.003911893489809073,0.0006159962151160391,6.668000266720011e-05,1.2700952888990497e-05,0.0010764057573419445,0.0
151.0,66.0,2015.0,24063.0,119.0,0.993518871521159,0.003431185665268776,0.0,0.0030499428135722455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,168.0,2015.0,24110.0,266.0,0.990973316524845,0.004475260006303183,4.4647547011240674e-05,0.003992015968063872,0.0,0.00020485345099275135,0.0,0.00030990650278390586,0.0,0.0,0.0,0.0,0.0
153.0,261.0,2015.0,24139.0,385.0,0.9691514120160525,0.014928617247430168,0.0004400125111991136,0.014992233514109558,0.0,0.0,0.0,0.0004877247112086561,0.0,0.0,0.0,0.0,0.0
154.0,99.0,2015.0,24308.0,103.0,0.9757452799420605,0.011166577103468127,0.00252765529736336,0.009531226605725003,5.431824222454093e-05,0.00027855508833097913,5.571101766619583e-06,0.0005067381315221062,0.00017850738577210247,5.571101766619583e-06,0.0,0.0,0.0
155.0,258.0,2015.0,24340.0,372.0,0.9569954521356209,0.021798011346218348,0.0024452434964818068,0.01702654062963217,1.0819661488857551e-05,0.0,0.0002524587680733429,0.001471473962484627,0.0,0.0,0.0,0.0,0.0
156.0,257.0,2015.0,24340.0,256.0,0.9569954521356209,0.021798011346218348,0.0024452434964818068,0.01702654062963217,1.0819661488857551e-05,0.0,0.0002524587680733429,0.001471473962484627,0.0,0.0,0.0,0.0,0.0
157.0,245.0,2015.0,24382.0,449.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,243.0,2015.0,24382.0,445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,252.0,2015.0,24386.0,399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,217.0,2015.0,24412.0,204.0,0.9750167087479579,0.007105859200950542,0.003774320510916382,0.009147111243130848,3.991534234368038e-05,0.003181159958413783,7.42611020347542e-06,0.0009329050943115996,0.0007945937917718699,0.0,0.0,0.0,0.0
161.0,31.0,2015.0,24430.0,467.0,0.999661530526723,0.0001611759396557282,0.0,0.000177293533621301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,260.0,2015.0,24553.0,259.0,0.979367018442678,0.009158374547274499,0.0008201529445320446,0.009232640365086454,5.381581000866434e-06,0.0,7.534213401213008e-06,0.0007641845021230337,0.0,0.0006447134039037989,0.0,0.0,0.0
